#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 27 08 14 190  2.1  2.1    MM    MM    MM  MM 1005.4  -0.6    MM  -2.1   MM   MM    MM
2023 09 27 08 04 170  2.1  2.1    MM    MM    MM  MM 1005.4  -0.7    MM  -1.9   MM   MM    MM
2023 09 27 07 54 170  2.1  2.1    MM    MM    MM  MM 1005.4  -0.7    MM  -2.0   MM   MM    MM
2023 09 27 07 44 170  2.1  2.1    MM    MM    MM  MM 1005.4  -1.0    MM  -1.8   MM   MM    MM
2023 09 27 07 34 180  2.1  2.6    MM    MM    MM  MM 1005.5  -0.9    MM  -1.6   MM   MM    MM
2023 09 27 07 24 180  2.6  2.6    MM    MM    MM  MM 1005.4  -0.8    MM  -1.6   MM   MM    MM
2023 09 27 07 14 170  2.6  2.6    MM    MM    MM  MM 1005.5  -1.1    MM  -1.6   MM   MM    MM
2023 09 27 07 04 150  2.1  2.6    MM    MM    MM  MM 1005.5  -1.1    MM  -1.3   MM   MM    MM
2023 09 27 06 54 150  2.1  2.6    MM    MM    MM  MM 1005.5  -1.2    MM  -1.3   MM   MM    MM
2023 09 27 06 44 150  2.1  3.1    MM    MM    MM  MM 1005.5  -1.1    MM  -1.2   MM   MM    MM
2023 09 27 06 34 130  2.6  3.6    MM    MM    MM  MM 1005.4  -0.9    MM  -0.9   MM   MM    MM
2023 09 27 06 24 110  3.1  3.1    MM    MM    MM  MM 1005.4  -0.2    MM  -1.2   MM   MM    MM
2023 09 27 06 14 100  2.6  3.1    MM    MM    MM  MM 1005.3   0.0    MM  -1.8   MM   MM    MM
2023 09 27 06 04 100  3.6  3.6    MM    MM    MM  MM 1005.3  -0.2    MM  -2.0   MM   MM    MM
2023 09 27 05 54 100  3.6  4.1    MM    MM    MM  MM 1005.3   0.4    MM  -3.5   MM   MM    MM
2023 09 27 05 44  80  2.6  3.1    MM    MM    MM  MM 1005.4   0.5    MM  -2.8   MM   MM    MM
2023 09 27 05 34  90  2.6  3.1    MM    MM    MM  MM 1005.4   0.3    MM  -2.4   MM   MM    MM
2023 09 27 05 24 100  2.6  2.6    MM    MM    MM  MM 1005.4   0.0    MM  -1.3   MM   MM    MM
2023 09 27 05 14  90  2.1  2.6    MM    MM    MM  MM 1005.3   0.0    MM  -1.2   MM   MM    MM
2023 09 27 05 04  70  1.0  2.1    MM    MM    MM  MM 1005.3  -0.1    MM  -1.1   MM   MM    MM
2023 09 27 04 54 100  1.0  1.5    MM    MM    MM  MM 1005.3   0.4    MM  -1.0   MM   MM    MM
2023 09 27 04 44 100  1.5  2.1    MM    MM    MM  MM 1005.3   0.3    MM  -1.0   MM   MM    MM
2023 09 27 04 35 100  2.1  2.1    MM    MM    MM  MM 1005.4   0.3    MM  -0.8   MM   MM    MM
2023 09 27 04 24  90  1.5  2.1    MM    MM    MM  MM 1005.4   0.4    MM  -1.2   MM   MM    MM
2023 09 27 04 14  90  1.5  2.1    MM    MM    MM  MM 1005.4   0.6    MM  -1.5   MM   MM    MM
2023 09 27 04 04  80  2.1  2.1    MM    MM    MM  MM 1005.3   0.7    MM  -1.6   MM   MM    MM
2023 09 27 03 54  80  1.5  2.1    MM    MM    MM  MM 1005.3   0.8    MM  -1.5   MM   MM    MM
2023 09 27 03 44  90  2.6  3.1    MM    MM    MM  MM 1005.3   0.9    MM  -1.4   MM   MM    MM
2023 09 27 03 34  90  2.6  3.1    MM    MM    MM  MM 1005.3   0.9    MM  -1.2   MM   MM    MM
2023 09 27 03 24  80  2.6  2.6    MM    MM    MM  MM 1005.3   1.1    MM  -1.0   MM   MM    MM
2023 09 27 03 14  80  2.6  3.1    MM    MM    MM  MM 1005.3   1.1    MM  -0.8   MM   MM    MM
2023 09 27 03 04  80  2.6  2.6    MM    MM    MM  MM 1005.4   1.3    MM  -0.8   MM   MM    MM
2023 09 27 02 54  80  2.6  3.1    MM    MM    MM  MM 1005.4   1.3    MM  -0.7   MM   MM    MM
2023 09 27 02 44  70  2.6  3.1    MM    MM    MM  MM 1005.3   1.4    MM  -0.5   MM   MM    MM
2023 09 27 02 34  80  3.1  3.6    MM    MM    MM  MM 1005.4   1.8    MM  -0.4   MM   MM    MM
2023 09 27 02 24  70  3.1  3.6    MM    MM    MM  MM 1005.3   2.2    MM  -0.3   MM   MM    MM
2023 09 27 02 14  60  3.1  3.6    MM    MM    MM  MM 1005.3   2.6    MM  -0.1   MM   MM    MM
2023 09 27 02 04  60  2.6  3.1    MM    MM    MM  MM 1005.3   3.1    MM  -0.4   MM   MM    MM
2023 09 27 01 54  60  2.1  2.6    MM    MM    MM  MM 1005.2   3.4    MM  -0.4   MM   MM    MM
2023 09 27 01 44  60  2.1  2.6    MM    MM    MM  MM 1005.2   3.6    MM  -0.2   MM   MM    MM
2023 09 27 01 34  60  2.1  2.6    MM    MM    MM  MM 1005.1   3.8    MM  -0.2   MM   MM    MM
2023 09 27 01 24  60  2.1  3.1    MM    MM    MM  MM 1005.1   4.4    MM  -0.7   MM   MM    MM
2023 09 27 01 14  70  1.5  2.1    MM    MM    MM  MM 1005.1   5.4    MM  -1.6   MM   MM    MM
2023 09 27 01 04  50  1.5  2.1    MM    MM    MM  MM 1005.0   4.9    MM  -1.8   MM   MM    MM
2023 09 27 00 54 100  1.0  1.5    MM    MM    MM  MM 1005.0   4.6    MM  -1.9   MM   MM    MM
2023 09 27 00 44  90  0.5  1.5    MM    MM    MM  MM 1005.0   4.7    MM  -1.9   MM   MM    MM
2023 09 27 00 34  30  0.5  1.0    MM    MM    MM  MM 1005.0   4.7    MM  -2.3   MM   MM    MM
2023 09 27 00 24 350  0.5  1.0    MM    MM    MM  MM 1005.0   4.3    MM  -2.4   MM   MM    MM
2023 09 27 00 14  MM  0.0  1.0    MM    MM    MM  MM 1005.0   4.7    MM  -1.9   MM   MM    MM
2023 09 26 23 54 240  0.5  1.0    MM    MM    MM  MM 1005.1   4.3    MM  -1.7   MM   MM    MM
2023 09 26 23 44 240  0.5  1.5    MM    MM    MM  MM 1005.2   3.7    MM  -1.7   MM   MM    MM
2023 09 26 23 34 230  1.0  1.5    MM    MM    MM  MM 1005.2   3.4    MM  -1.6   MM   MM    MM
2023 09 26 23 24 250  1.0  2.1    MM    MM    MM  MM 1005.3   3.3    MM  -1.9   MM   MM    MM
2023 09 26 23 14 250  1.0  1.5    MM    MM    MM  MM 1005.3   3.2    MM  -1.4   MM   MM    MM
2023 09 26 23 04 250  1.5  2.1    MM    MM    MM  MM 1005.4   2.8    MM  -1.3   MM   MM    MM
2023 09 26 22 54 220  1.0  1.5    MM    MM    MM  MM 1005.3   2.5    MM  -1.5   MM   MM    MM
2023 09 26 22 44 220  1.0  2.1    MM    MM    MM  MM 1005.3   2.4    MM  -1.4   MM   MM    MM
2023 09 26 22 34 250  1.5  2.1    MM    MM    MM  MM 1005.2   2.1    MM  -1.4   MM   MM    MM
2023 09 26 22 25 240  2.1  3.1    MM    MM    MM  MM 1005.3   1.9    MM  -1.7   MM   MM    MM
2023 09 26 22 14 230  2.1  2.6    MM    MM    MM  MM 1005.3   1.6    MM  -1.6   MM   MM    MM
2023 09 26 22 04 230  2.1  3.1    MM    MM    MM  MM 1005.4   1.3    MM  -1.4   MM   MM    MM
2023 09 26 21 54 230  2.1  3.1    MM    MM    MM  MM 1005.4   1.1    MM  -1.4   MM   MM    MM
2023 09 26 21 44 220  2.1  3.1    MM    MM    MM  MM 1005.4   0.8    MM  -1.4   MM   MM    MM
2023 09 26 21 34 230  2.1  3.1    MM    MM    MM  MM 1005.4   0.6    MM  -1.6   MM   MM    MM
2023 09 26 21 24 230  2.1  3.1    MM    MM    MM  MM 1005.3   0.5    MM  -1.7   MM   MM    MM
2023 09 26 21 14 240  2.6  3.1    MM    MM    MM  MM 1005.5   0.3    MM  -1.8   MM   MM    MM
2023 09 26 21 04 230  2.6  3.6    MM    MM    MM  MM 1005.6   0.1    MM  -1.9   MM   MM    MM
2023 09 26 20 54 230  2.6  3.6    MM    MM    MM  MM 1005.5  -0.1    MM  -1.8   MM   MM    MM
2023 09 26 20 44 240  3.1  3.6    MM    MM    MM  MM 1005.5  -0.3    MM  -1.9   MM   MM    MM
2023 09 26 20 34 230  2.6  3.6    MM    MM    MM  MM 1005.4  -0.6    MM  -2.1   MM   MM    MM
2023 09 26 20 24 230  2.6  3.6    MM    MM    MM  MM 1005.4  -0.9    MM  -2.4   MM   MM    MM
2023 09 26 20 14 230  3.1  3.6    MM    MM    MM  MM 1005.4  -1.1    MM  -2.6   MM   MM    MM
2023 09 26 20 04 230  3.1  4.1    MM    MM    MM  MM 1005.4  -1.3    MM  -2.9   MM   MM    MM
2023 09 26 19 54 230  3.1  4.1    MM    MM    MM  MM 1005.4  -1.5    MM  -3.1   MM   MM    MM
2023 09 26 19 44 230  3.6  4.1    MM    MM    MM  MM 1005.4  -1.7    MM  -3.4   MM   MM    MM
2023 09 26 19 34 220  3.6  4.6    MM    MM    MM  MM 1005.4  -1.9    MM  -3.6   MM   MM    MM
2023 09 26 19 24 220  3.6  4.6    MM    MM    MM  MM 1005.4  -2.1    MM  -3.8   MM   MM    MM
2023 09 26 19 14 220  3.6  4.6    MM    MM    MM  MM 1005.5  -2.3    MM  -4.1   MM   MM    MM
2023 09 26 19 13 220  3.6  4.6    MM    MM    MM  MM 1005.5  -2.3    MM  -4.1   MM   MM    MM
2023 09 26 19 04 220  4.1  4.6    MM    MM    MM  MM 1005.6  -2.5    MM  -4.4   MM   MM    MM
2023 09 26 18 54 220  4.1  4.6    MM    MM    MM  MM 1005.6  -2.7    MM  -4.7   MM   MM    MM
2023 09 26 18 44 220  4.1  4.6    MM    MM    MM  MM 1005.6  -2.8    MM  -4.8   MM   MM    MM
2023 09 26 18 34 220  4.1  5.7    MM    MM    MM  MM 1005.5  -3.0    MM  -5.2   MM   MM    MM
2023 09 26 18 24 230  4.6  6.2    MM    MM    MM  MM 1005.6  -3.0    MM  -5.2   MM   MM    MM
2023 09 26 18 14 230  5.1  6.7    MM    MM    MM  MM 1005.6  -3.2    MM  -5.4   MM   MM    MM
2023 09 26 18 04 230  4.6  6.2    MM    MM    MM  MM 1005.6  -3.3    MM  -5.5   MM   MM    MM
2023 09 26 17 54 230  4.6  6.7    MM    MM    MM  MM 1005.6  -3.4    MM  -5.6   MM   MM    MM
2023 09 26 17 44 230  4.6  6.2    MM    MM    MM  MM 1005.6  -3.6    MM  -5.6   MM   MM    MM
2023 09 26 17 34 230  4.1  5.1    MM    MM    MM  MM 1005.7  -3.9    MM  -5.8   MM   MM    MM
2023 09 26 17 24 230  4.1  5.7    MM    MM    MM  MM 1005.7  -4.0    MM  -6.0   MM   MM    MM
2023 09 26 17 14 220  4.1  5.7    MM    MM    MM  MM 1005.7  -4.0    MM  -6.0   MM   MM    MM
2023 09 26 17 04 230  4.6  6.2    MM    MM    MM  MM 1005.7  -4.1    MM  -6.1   MM   MM    MM
2023 09 26 16 54 220  4.6  5.7    MM    MM    MM  MM 1005.7  -4.2    MM  -6.3   MM   MM    MM
2023 09 26 16 44 230  4.1  5.1    MM    MM    MM  MM 1005.7  -4.4    MM  -6.2   MM   MM    MM
2023 09 26 16 34 230  4.1  5.1    MM    MM    MM  MM 1005.7  -4.4    MM  -6.1   MM   MM    MM
2023 09 26 16 24 230  4.1  5.7    MM    MM    MM  MM 1005.7  -4.3    MM  -6.2   MM   MM    MM
2023 09 26 16 14 220  4.1  5.1    MM    MM    MM  MM 1005.8  -4.3    MM  -6.1   MM   MM    MM
2023 09 26 16 04 220  4.1  5.7    MM    MM    MM  MM 1005.8  -4.3    MM  -6.1   MM   MM    MM
2023 09 26 15 54 220  4.1  5.1    MM    MM    MM  MM 1005.8  -4.3    MM  -6.2   MM   MM    MM
2023 09 26 15 44 210  3.6  4.6    MM    MM    MM  MM 1005.7  -4.3    MM  -6.1   MM   MM    MM
2023 09 26 15 34 210  3.6  5.1    MM    MM    MM  MM 1005.7  -4.3    MM  -6.1   MM   MM    MM
2023 09 26 15 24 220  3.6  5.1    MM    MM    MM  MM 1005.7  -4.2    MM  -6.1   MM   MM    MM
2023 09 26 15 14 220  3.6  5.1    MM    MM    MM  MM 1005.6  -4.4    MM  -6.1   MM   MM    MM
2023 09 26 15 04 220  3.6  5.1    MM    MM    MM  MM 1005.6  -4.5    MM  -6.2   MM   MM    MM
2023 09 26 14 54 220  3.6  4.6    MM    MM    MM  MM 1005.7  -4.4    MM  -6.1   MM   MM    MM
2023 09 26 14 44 220  4.1  4.6    MM    MM    MM  MM 1005.7  -4.4    MM  -6.1   MM   MM    MM
2023 09 26 14 34 220  3.6  5.1    MM    MM    MM  MM 1005.7  -4.3    MM  -6.1   MM   MM    MM
2023 09 26 14 24 210  3.6  5.1    MM    MM    MM  MM 1005.7  -4.2    MM  -6.1   MM   MM    MM
2023 09 26 14 14 210  4.1  5.1    MM    MM    MM  MM 1005.8  -4.2    MM  -6.2   MM   MM    MM
2023 09 26 14 04 210  3.6  5.1    MM    MM    MM  MM 1005.9  -4.2    MM  -6.1   MM   MM    MM
2023 09 26 13 54 210  4.1  5.1    MM    MM    MM  MM 1005.9  -4.1    MM  -6.1   MM   MM    MM
2023 09 26 13 44 210  4.1  4.6    MM    MM    MM  MM 1005.9  -4.0    MM  -6.0   MM   MM    MM
2023 09 26 13 34 210  3.6  5.1    MM    MM    MM  MM 1005.9  -3.8    MM  -5.9   MM   MM    MM
2023 09 26 13 23 210  4.1  5.1    MM    MM    MM  MM 1006.0  -3.7    MM  -5.7   MM   MM    MM
2023 09 26 13 14 200  4.1  5.1    MM    MM    MM  MM 1006.0  -3.5    MM  -5.7   MM   MM    MM
2023 09 26 13 04 200  3.6  4.6    MM    MM    MM  MM 1005.9  -3.4    MM  -5.5   MM   MM    MM
2023 09 26 12 54 200  3.6  5.1    MM    MM    MM  MM 1005.9  -3.5    MM  -5.5   MM   MM    MM
2023 09 26 12 44 200  3.6  4.1    MM    MM    MM  MM 1005.9  -3.4    MM  -5.5   MM   MM    MM
2023 09 26 12 34 210  3.1  4.6    MM    MM    MM  MM 1005.9  -3.3    MM  -5.3   MM   MM    MM
2023 09 26 12 24 210  3.6  4.1    MM    MM    MM  MM 1005.9  -3.4    MM  -5.3   MM   MM    MM
2023 09 26 12 14 200  2.6  3.1    MM    MM    MM  MM 1005.9  -3.5    MM  -4.7   MM   MM    MM
2023 09 26 12 04 200  2.1  3.1    MM    MM    MM  MM 1006.0  -3.5    MM  -4.5   MM   MM    MM
2023 09 26 11 54 200  2.1  3.1    MM    MM    MM  MM 1006.0  -3.4    MM  -4.5   MM   MM    MM
2023 09 26 11 44 210  2.1  3.1    MM    MM    MM  MM 1006.0  -3.3    MM  -4.5   MM   MM    MM
2023 09 26 11 34 200  2.1  2.6    MM    MM    MM  MM 1006.0  -3.1    MM  -4.5   MM   MM    MM
2023 09 26 11 24 210  2.6  3.6    MM    MM    MM  MM 1006.0  -2.8    MM  -4.6   MM   MM    MM
2023 09 26 11 14 220  2.6  3.6    MM    MM    MM  MM 1006.0  -2.5    MM  -4.5   MM   MM    MM
2023 09 26 11 04 220  2.1  3.1    MM    MM    MM  MM 1006.1  -2.4    MM  -4.2   MM   MM    MM
2023 09 26 10 54 200  1.5  2.1    MM    MM    MM  MM 1006.1  -3.2    MM  -3.8   MM   MM    MM
2023 09 26 10 44 180  1.5  2.1    MM    MM    MM  MM 1006.1  -3.8    MM  -3.9   MM   MM    MM
2023 09 26 10 34 170  1.5  2.1    MM    MM    MM  MM 1006.1  -3.9    MM  -3.9   MM   MM    MM
2023 09 26 10 24 160  1.0  1.5    MM    MM    MM  MM 1006.1  -4.0    MM  -4.0   MM   MM    MM
2023 09 26 10 14 160  2.1  3.1    MM    MM    MM  MM 1006.1  -4.0    MM  -4.0   MM   MM    MM
2023 09 26 10 04 130  2.6  3.1    MM    MM    MM  MM 1006.0  -4.2    MM  -4.2   MM   MM    MM
2023 09 26 09 54 130  3.1  3.1    MM    MM    MM  MM 1006.1  -4.2    MM  -4.2   MM   MM    MM
2023 09 26 09 44 120  3.1  3.6    MM    MM    MM  MM 1006.1  -4.2    MM  -4.2   MM   MM    MM
2023 09 26 09 34 120  2.6  3.1    MM    MM    MM  MM 1006.1  -4.3    MM  -4.3   MM   MM    MM
2023 09 26 09 24 110  2.6  3.6    MM    MM    MM  MM 1006.2  -4.2    MM  -4.2   MM   MM    MM
2023 09 26 09 14 110  2.6  3.1    MM    MM    MM  MM 1006.2  -4.1    MM  -4.1   MM   MM    MM
2023 09 26 09 04 110  2.6  3.1    MM    MM    MM  MM 1006.2  -4.0    MM  -4.0   MM   MM    MM
2023 09 26 08 54 120  3.1  4.1    MM    MM    MM  MM 1006.3  -4.0    MM  -4.0   MM   MM    MM
2023 09 26 08 44 120  3.1  3.6    MM    MM    MM  MM 1006.3  -4.0    MM  -4.0   MM   MM    MM
2023 09 26 08 34 120  3.1  3.6    MM    MM    MM  MM 1006.3  -3.9    MM  -3.9   MM   MM    MM
2023 09 26 08 24 120  3.1  4.1    MM    MM    MM  MM 1006.3  -3.9    MM  -3.9   MM   MM    MM
2023 09 26 08 14 120  3.1  3.6    MM    MM    MM  MM 1006.3  -3.8    MM  -3.8   MM   MM    MM
2023 09 26 08 04 120  3.1  3.6    MM    MM    MM  MM 1006.4  -3.8    MM  -3.8   MM   MM    MM
2023 09 26 07 54 120  3.1  3.6    MM    MM    MM  MM 1006.3  -3.7    MM  -3.7   MM   MM    MM
2023 09 26 07 44 130  3.1  4.1    MM    MM    MM  MM 1006.4  -3.6    MM  -3.6   MM   MM    MM
2023 09 26 07 34 130  3.1  4.1    MM    MM    MM  MM 1006.4  -3.5    MM  -3.5   MM   MM    MM
2023 09 26 07 24 120  3.6  4.6    MM    MM    MM  MM 1006.3  -3.4    MM  -3.4   MM   MM    MM
2023 09 26 07 14 120  3.6  4.1    MM    MM    MM  MM 1006.4  -3.3    MM  -3.3   MM   MM    MM
2023 09 26 07 04 120  3.1  4.1    MM    MM    MM  MM 1006.4  -3.1    MM  -3.1   MM   MM    MM
2023 09 26 06 54 130  3.6  4.6    MM    MM    MM  MM 1006.4  -2.9    MM  -2.9   MM   MM    MM
2023 09 26 06 44 130  3.6  4.1    MM    MM    MM  MM 1006.4  -3.1    MM  -3.1   MM   MM    MM
2023 09 26 06 34 130  3.6  4.1    MM    MM    MM  MM 1006.4  -3.1    MM  -3.1   MM   MM    MM
2023 09 26 06 24 130  4.1  5.1    MM    MM    MM  MM 1006.5  -3.0    MM  -3.0   MM   MM    MM
2023 09 26 06 14 120  4.1  5.1    MM    MM    MM  MM 1006.5  -2.8    MM  -2.8   MM   MM    MM
2023 09 26 06 04 120  4.6  6.2    MM    MM    MM  MM 1006.4  -2.7    MM  -2.7   MM   MM    MM
2023 09 26 05 54 120  5.1  6.7    MM    MM    MM  MM 1006.5  -2.4    MM  -2.4   MM   MM    MM
2023 09 26 05 44 120  5.1  6.7    MM    MM    MM  MM 1006.5  -2.0    MM  -2.0   MM   MM    MM
2023 09 26 05 34 110  4.6  5.7    MM    MM    MM  MM 1006.5  -1.8    MM  -1.8   MM   MM    MM
2023 09 26 05 24 110  5.1  6.2    MM    MM    MM  MM 1006.4  -1.6    MM  -1.6   MM   MM    MM
2023 09 26 05 14 110  5.1  6.2    MM    MM    MM  MM 1006.5  -1.4    MM  -1.4   MM   MM    MM
2023 09 26 05 04 110  5.7  7.2    MM    MM    MM  MM 1006.6  -1.2    MM  -1.3   MM   MM    MM
2023 09 26 04 54 110  6.2  7.2    MM    MM    MM  MM 1006.6  -0.9    MM  -1.1   MM   MM    MM
2023 09 26 04 44 110  6.2  7.2    MM    MM    MM  MM 1006.6  -0.6    MM  -1.0   MM   MM    MM
2023 09 26 04 34 110  5.7  6.7    MM    MM    MM  MM 1006.7  -0.5    MM  -0.8   MM   MM    MM
2023 09 26 04 24 100  5.1  6.7    MM    MM    MM  MM 1006.7  -0.2    MM  -0.6   MM   MM    MM
2023 09 26 04 14 100  5.7  6.7    MM    MM    MM  MM 1006.7  -0.1    MM  -0.6   MM   MM    MM
2023 09 26 04 04 100  5.7  6.7    MM    MM    MM  MM 1006.8   0.0    MM  -0.8   MM   MM    MM
2023 09 26 03 54 100  5.1  6.2    MM    MM    MM  MM 1006.8   0.1    MM  -0.8   MM   MM    MM
2023 09 26 03 44 100  5.1  5.7    MM    MM    MM  MM 1006.9   0.2    MM  -0.8   MM   MM    MM
2023 09 26 03 34 100  5.1  5.7    MM    MM    MM  MM 1006.9   0.4    MM  -0.8   MM   MM    MM
2023 09 26 03 24 100  5.1  5.7    MM    MM    MM  MM 1006.9   0.6    MM  -0.8   MM   MM    MM
2023 09 26 03 13  90  4.6  5.7    MM    MM    MM  MM 1007.0   0.8    MM  -0.8   MM   MM    MM
2023 09 26 03 04  90  4.6  5.7    MM    MM    MM  MM 1007.0   0.9    MM  -0.7   MM   MM    MM
2023 09 26 02 54  90  5.1  6.2    MM    MM    MM  MM 1007.0   1.1    MM  -0.6   MM   MM    MM
2023 09 26 02 44  90  4.6  6.2    MM    MM    MM  MM 1006.9   1.3    MM  -0.3   MM   MM    MM
2023 09 26 02 34  90  5.1  6.2    MM    MM    MM  MM 1007.0   1.4    MM  -0.2   MM   MM    MM
2023 09 26 02 24  90  5.7  6.7    MM    MM    MM  MM 1007.0   1.5    MM  -0.2   MM   MM    MM
2023 09 26 02 14  90  5.7  6.7    MM    MM    MM  MM 1007.1   1.6    MM  -0.2   MM   MM    MM
2023 09 26 02 04  90  5.1  6.2    MM    MM    MM  MM 1007.2   1.7    MM  -0.2   MM   MM    MM
2023 09 26 01 54  90  5.7  6.7    MM    MM    MM  MM 1007.2   1.8    MM  -0.2   MM   MM    MM
2023 09 26 01 44  90  5.1  6.7    MM    MM    MM  MM 1007.3   1.9    MM  -0.1   MM   MM    MM
2023 09 26 01 34  80  4.6  6.2    MM    MM    MM  MM 1007.3   2.0    MM   0.1   MM   MM    MM
2023 09 26 01 24  90  4.1  5.7    MM    MM    MM  MM 1007.4   2.0    MM   0.2   MM   MM    MM
2023 09 26 01 14  90  4.6  6.2    MM    MM    MM  MM 1007.3   2.1    MM   0.1   MM   MM    MM
2023 09 26 01 04  90  5.1  6.2    MM    MM    MM  MM 1007.3   2.0    MM   0.0   MM   MM    MM
2023 09 26 00 54  90  4.6  6.2    MM    MM    MM  MM 1007.4   1.9    MM  -0.1   MM   MM    MM
2023 09 26 00 44 100  5.1  6.2    MM    MM    MM  MM 1007.4   1.8    MM  -0.3   MM   MM    MM
2023 09 26 00 34 100  5.7  6.7    MM    MM    MM  MM 1007.5   1.8    MM  -0.4   MM   MM    MM
2023 09 26 00 24 100  5.7  6.7    MM    MM    MM  MM 1007.6   1.7    MM  -0.3   MM   MM    MM
2023 09 26 00 14  90  5.7  7.2    MM    MM    MM  MM 1007.6   1.7    MM  -0.2   MM   MM    MM
2023 09 25 23 54  90  5.1  6.2    MM    MM    MM  MM 1007.7   1.6    MM  -0.1   MM   MM    MM
2023 09 25 23 44 100  5.1  6.7    MM    MM    MM  MM 1007.8   1.4    MM  -0.1   MM   MM    MM
2023 09 25 23 34 100  5.7  7.2    MM    MM    MM  MM 1007.9   1.3    MM  -0.1   MM   MM    MM
2023 09 25 23 24 100  5.7  6.7    MM    MM    MM  MM 1007.9   1.0    MM  -0.3   MM   MM    MM
2023 09 25 23 14 100  5.7  7.2    MM    MM    MM  MM 1008.0   0.8    MM  -0.5   MM   MM    MM
2023 09 25 23 04 100  5.7  7.7    MM    MM    MM  MM 1008.0   0.8    MM  -0.4   MM   MM    MM
2023 09 25 22 54 110  5.1  7.2    MM    MM    MM  MM 1008.1   0.5    MM  -0.3   MM   MM    MM
2023 09 25 22 44 100  5.1  6.7    MM    MM    MM  MM 1008.2   0.3    MM  -0.2   MM   MM    MM
2023 09 25 22 34 110  5.7  7.7    MM    MM    MM  MM 1008.2  -0.3    MM  -0.3   MM   MM    MM
2023 09 25 22 24 100  6.2  8.2    MM    MM    MM  MM 1008.2  -0.5    MM  -0.5   MM   MM    MM
2023 09 25 22 14 100  5.1  6.2    MM    MM    MM  MM 1008.3  -0.6    MM  -0.6   MM   MM    MM
2023 09 25 22 04 110  5.7  6.7    MM    MM    MM  MM 1008.4  -0.9    MM  -0.9   MM   MM    MM
2023 09 25 21 54 100  5.7  7.2    MM    MM    MM  MM 1008.5  -0.8    MM  -0.8   MM   MM    MM
2023 09 25 21 44  90  6.2  8.2    MM    MM    MM  MM 1008.4  -1.2    MM  -1.2   MM   MM    MM
2023 09 25 21 34 100  6.7  8.2    MM    MM    MM  MM 1008.4  -1.4    MM  -1.4   MM   MM    MM
2023 09 25 21 24 100  6.2  7.7    MM    MM    MM  MM 1008.5  -1.4    MM  -1.4   MM   MM    MM
2023 09 25 21 14 110  6.2  7.7    MM    MM    MM  MM 1008.5  -1.6    MM  -1.6   MM   MM    MM
2023 09 25 21 04 110  6.2  7.7    MM    MM    MM  MM 1008.5  -1.5    MM  -1.5   MM   MM    MM
2023 09 25 20 54 100  6.7  8.2    MM    MM    MM  MM 1008.6  -1.7    MM  -1.7   MM   MM    MM
2023 09 25 20 44 100  7.2  8.2    MM    MM    MM  MM 1008.6  -1.7    MM  -1.7   MM   MM    MM
2023 09 25 20 34 100  7.2  9.8    MM    MM    MM  MM 1008.6  -1.4    MM  -1.8   MM   MM    MM
2023 09 25 20 24 110  7.7  9.3    MM    MM    MM  MM 1008.6  -1.5    MM  -2.2   MM   MM    MM
2023 09 25 20 14 100  6.7  8.8    MM    MM    MM  MM 1008.6  -1.6    MM  -2.5   MM   MM    MM
2023 09 25 20 04 100  6.7  9.3    MM    MM    MM  MM 1008.7  -1.7    MM  -2.9   MM   MM    MM
2023 09 25 19 54 100  6.7  8.8    MM    MM    MM  MM 1008.6  -1.9    MM  -3.4   MM   MM    MM
2023 09 25 19 44 100  6.2  7.7    MM    MM    MM  MM 1008.7  -2.1    MM  -3.6   MM   MM    MM
2023 09 25 19 24 100  6.7  8.2    MM    MM    MM  MM 1008.8  -2.3    MM  -3.8   MM   MM    MM
2023 09 25 19 14 100  6.7  8.2    MM    MM    MM  MM 1008.7  -2.4    MM  -3.7   MM   MM    MM
2023 09 25 19 04 100  7.2  8.8    MM    MM    MM  MM 1008.7  -2.5    MM  -3.2   MM   MM    MM
2023 09 25 18 54 100  6.7  8.8    MM    MM    MM  MM 1008.9  -2.4    MM  -3.3   MM   MM    MM
2023 09 25 18 44  90  6.2  7.2    MM    MM    MM  MM 1008.9  -2.4    MM  -3.8   MM   MM    MM
2023 09 25 18 34  90  6.2  7.7    MM    MM    MM  MM 1008.9  -2.5    MM  -3.9   MM   MM    MM
2023 09 25 18 24  90  6.2  7.2    MM    MM    MM  MM 1008.9  -2.4    MM  -3.9   MM   MM    MM
2023 09 25 18 14  90  6.2  7.7    MM    MM    MM  MM 1009.0  -2.2    MM  -3.6   MM   MM    MM
2023 09 25 18 04  90  6.2  7.7    MM    MM    MM  MM 1009.0  -2.0    MM  -3.4   MM   MM    MM
2023 09 25 17 54  90  6.7  8.8    MM    MM    MM  MM 1009.0  -1.5    MM  -3.5   MM   MM    MM
2023 09 25 17 44  90  6.7  8.8    MM    MM    MM  MM 1009.1  -1.0    MM  -2.5   MM   MM    MM
2023 09 25 17 34  80  7.7  9.8    MM    MM    MM  MM 1009.0  -0.1    MM  -0.8   MM   MM    MM
2023 09 25 17 24  70  7.2  9.8    MM    MM    MM  MM 1009.1   0.0    MM  -0.8   MM   MM    MM
