#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 28 21 10  MM   MM   MM   2.0     7   6.3  98     MM    MM    MM    MM   MM   MM    MM
2023 08 18 20 50  70  5.0  7.0   1.4    MM   6.4  46 1017.9  25.7  26.3  21.6   MM   MM    MM
2023 08 18 20 40  MM   MM   MM   1.4     9   6.4  46     MM    MM    MM    MM   MM   MM    MM
2023 08 18 20 30  70  5.0  7.0    MM    MM    MM  MM 1017.8  25.7  26.3  21.2   MM   MM    MM
2023 08 18 20 20  80  5.0  7.0   1.5    11   6.6 286 1017.8  25.6    MM  21.5   MM   MM    MM
2023 08 18 20 10  70  5.0  6.0    MM    MM    MM  MM 1017.8  25.6  26.3  21.7   MM   MM    MM
2023 08 18 20 00  70  5.0  6.0    MM    MM    MM  MM 1017.8  25.6  26.3  21.6   MM +0.5    MM
2023 08 18 19 50  70  5.0  6.0   1.5     8   6.3  78 1017.8  25.6  26.2  21.4   MM   MM    MM
2023 08 18 19 40  70  5.0  7.0    MM    MM    MM  MM 1017.9  25.5  26.2  21.4   MM   MM    MM
2023 08 18 19 30  60  5.0  6.0    MM    MM    MM  MM 1018.0  25.5  26.2  21.6   MM   MM    MM
2023 08 18 19 20  70  5.0  7.0   1.6    13   6.8 164 1017.9  25.6  26.2  21.5   MM   MM    MM
2023 08 18 19 10  60  5.0  6.0    MM    MM    MM  MM 1017.8  25.6  26.2  21.4   MM   MM    MM
2023 08 18 19 00  60  6.0  7.0    MM    MM    MM  MM 1017.8  25.6  26.2  21.3   MM +0.9    MM
2023 08 18 18 50  60  6.0  7.0   1.5    MM   6.5  36 1017.7  25.6  26.2  21.4   MM   MM    MM
2023 08 18 18 40  MM   MM   MM   1.5     9   6.5  36     MM    MM    MM    MM   MM   MM    MM
2023 08 18 18 30  50  5.0  7.0    MM    MM    MM  MM 1017.8  25.7  26.2  21.1   MM   MM    MM
2023 08 18 18 20  MM   MM   MM   1.5    MM   6.4  66 1017.7    MM  26.2    MM   MM   MM    MM
2023 08 18 18 10  MM   MM   MM   1.5     9   6.4  66     MM    MM    MM    MM   MM   MM    MM
2023 08 18 18 00  50  5.0  7.0    MM    MM    MM  MM 1017.5  25.5  26.2  21.6   MM +0.7    MM
2023 08 18 17 50  40  5.0  6.0   1.5     9   6.7  46 1017.4  25.4  26.2  21.6   MM   MM    MM
2023 08 18 17 40  40  5.0  7.0   1.5    MM   6.7  46 1017.5  25.3  26.2  21.7   MM   MM    MM
2023 08 18 17 30  40  6.0  7.0    MM    MM    MM  MM 1017.5  25.4  26.2  21.6   MM   MM    MM
2023 08 18 17 20  40  5.0  7.0   1.6    12   7.0 272 1017.4  25.4  26.2  21.1   MM   MM    MM
2023 08 18 17 10  50  4.0  5.0    MM    MM    MM  MM 1017.4  25.1  26.2  21.0   MM   MM    MM
2023 08 18 17 00  30  4.0  5.0    MM    MM    MM  MM 1017.3  24.8  26.2  20.8   MM +0.7    MM
2023 08 18 16 50  40  4.0  6.0   1.6    11   6.6 297 1017.2  24.8    MM  21.1   MM   MM    MM
2023 08 18 16 40  40  5.0  7.0    MM    MM    MM  MM 1017.0  24.6  26.2  21.1   MM   MM    MM
2023 08 18 16 30  30  5.0  6.0    MM    MM    MM  MM 1017.0  24.3  26.2  21.2   MM   MM    MM
2023 08 18 16 20  40  6.0  9.0   1.7    13   6.9 214 1016.9  24.6  26.2  21.3   MM   MM    MM
2023 08 18 16 10  60  6.0  9.0   1.7    MM   6.9 214 1016.9  25.2  26.2  21.1   MM   MM    MM
2023 08 18 16 00  50  5.0  8.0    MM    MM    MM  MM 1016.9  25.3  26.2  20.9   MM +0.3    MM
2023 08 18 15 50  40  5.0  7.0   1.5     9   6.6  47 1016.8  25.3  26.2  21.1   MM   MM    MM
2023 08 18 15 40  40  5.0  7.0    MM    MM    MM  MM 1016.7  25.3  26.2  21.2   MM   MM    MM
2023 08 18 15 30  40  5.0  7.0    MM    MM    MM  MM 1016.8  25.3  26.2  21.2   MM   MM    MM
2023 08 18 15 20  50  5.0  8.0   1.5    MM   6.5 144 1016.8  25.3  26.2  21.0   MM   MM    MM
2023 08 18 15 10  MM   MM   MM   1.5    14   6.5 144     MM    MM    MM    MM   MM   MM    MM
2023 08 18 15 00  50  5.0  6.0    MM    MM    MM  MM 1016.8  25.3  26.2  21.3   MM -0.0    MM
2023 08 18 14 50  MM   MM   MM   1.6    MM   6.4  43 1016.7    MM  26.2    MM   MM   MM    MM
2023 08 18 14 40  MM   MM   MM   1.6     9   6.4  43     MM    MM    MM    MM   MM   MM    MM
2023 08 18 14 30  50  5.0  7.0    MM    MM    MM  MM 1016.8  25.3  26.2  21.0   MM   MM    MM
2023 08 18 14 20  50  5.0  7.0   1.7     8   6.7  74 1016.7  25.2  26.2  20.9   MM   MM    MM
2023 08 18 14 10  60  5.0  7.0    MM    MM    MM  MM 1016.6  25.3  26.2  20.9   MM   MM    MM
2023 08 18 14 00  50  5.0  7.0   1.7    MM   6.7  74 1016.6  25.2    MM  20.8   MM -0.6    MM
2023 08 18 13 50  60  5.0  7.0   1.5     8   6.6  72 1016.6  25.3  26.2  21.0   MM   MM    MM
2023 08 18 13 40  50  5.0  8.0    MM    MM    MM  MM 1016.6  25.3  26.2  21.1   MM   MM    MM
2023 08 18 13 30  70  5.0  6.0    MM    MM    MM  MM 1016.6  25.3  26.2  21.1   MM   MM    MM
2023 08 18 13 20  70  5.0  6.0   1.6     9   6.8  41 1016.6  25.2  26.2  20.6   MM   MM    MM
2023 08 18 13 10  70  5.0  7.0    MM    MM    MM  MM 1016.6  25.2  26.2  20.7   MM   MM    MM
2023 08 18 13 00  70  5.0  7.0    MM    MM    MM  MM 1016.6  25.2  26.3  20.6   MM -1.0    MM
2023 08 18 12 50  60  5.0  7.0   1.5    14   6.5 169 1016.6  25.2    MM  20.6   MM   MM    MM
2023 08 18 12 40  70  5.0  7.0   1.5    MM   6.5 169 1016.6  25.3  26.3  20.9   MM   MM    MM
2023 08 18 12 30  70  5.0  7.0    MM    MM    MM  MM 1016.6  25.3  26.3  20.7   MM   MM    MM
2023 08 18 12 20  70  5.0  7.0   1.4    12   6.4 317 1016.7  25.3  26.3  20.8   MM   MM    MM
2023 08 18 12 10  70  5.0  7.0   1.4    MM   6.4 317 1016.7  25.3  26.3  20.4   MM   MM    MM
2023 08 18 12 00  70  5.0  7.0    MM    MM    MM  MM 1016.9  25.3  26.3  20.4   MM -1.0    MM
2023 08 18 11 50  70  5.0  7.0   1.5    12   6.3 307 1016.9  25.3  26.3  20.6   MM   MM    MM
2023 08 18 11 40  70  5.0  6.0    MM    MM    MM  MM 1016.9  25.3  26.3  20.7   MM   MM    MM
2023 08 18 11 30  70  6.0  7.0    MM    MM    MM  MM 1017.0  25.3  26.3  20.8   MM   MM    MM
2023 08 18 11 20  70  5.0  7.0   1.6    12   6.3 292 1017.1  25.3    MM  21.0   MM   MM    MM
2023 08 18 11 10  70  5.0  7.0   1.6    MM   6.3 292 1017.1  25.4  26.3  21.1   MM   MM    MM
2023 08 18 11 00  70  5.0  7.0    MM    MM    MM  MM 1017.2  25.4  26.3  20.9   MM -0.9    MM
2023 08 18 10 50  70  5.0  7.0   1.5    14   6.3 142 1017.3  25.3    MM  20.7   MM   MM    MM
2023 08 18 10 40  70  5.0  6.0   1.5    MM   6.3 142 1017.2  25.3  26.3  20.7   MM   MM    MM
2023 08 18 10 30  80  5.0  7.0    MM    MM    MM  MM 1017.3  25.4  26.3  20.7   MM   MM    MM
2023 08 18 10 20  80  5.0  8.0   1.6    13   6.4 192 1017.4  25.4  26.3  20.6   MM   MM    MM
2023 08 18 10 10  80  6.0  7.0   1.6    MM   6.4 192 1017.5  25.4  26.3  20.6   MM   MM    MM
2023 08 18 10 00  80  6.0  7.0    MM    MM    MM  MM 1017.6  25.4  26.3  20.7   MM +0.0    MM
2023 08 18 09 50  80  6.0  7.0   1.6     8   6.6 114 1017.7  25.4  26.3  20.4   MM   MM    MM
2023 08 18 09 40  80  6.0  8.0   1.6    MM   6.6 114 1017.8  25.4  26.3  20.6   MM   MM    MM
2023 08 18 09 30  80  6.0  7.0    MM    MM    MM  MM 1017.9  25.4  26.3  20.8   MM   MM    MM
2023 08 18 09 20  80  6.0  7.0   1.4    12   6.2 259 1017.8  25.5  26.3  20.7   MM   MM    MM
2023 08 18 09 10  80  6.0  8.0    MM    MM    MM  MM 1017.9  25.4  26.3  20.7   MM   MM    MM
2023 08 18 09 00  80  6.0  7.0   1.4    MM   6.2 259 1017.9  25.5  26.3  20.8   MM +0.5    MM
2023 08 18 08 50  MM   MM   MM   1.5    MM   6.3 116 1018.0    MM  26.3    MM   MM   MM    MM
2023 08 18 08 40  80  6.0  8.0   1.5    MM   6.3 116 1018.1  25.5  26.3  20.8   MM   MM    MM
2023 08 18 08 30  80  6.0  7.0    MM    MM    MM  MM 1018.0  25.6  26.3  20.9   MM   MM    MM
2023 08 18 08 20  80  6.0  8.0   1.5    11   6.4 332 1018.0  25.5  26.3  20.6   MM   MM    MM
2023 08 18 08 10  80  6.0  8.0   1.5    MM   6.4 332 1018.0  25.5  26.4  20.9   MM   MM    MM
2023 08 18 08 00  70  6.0  8.0    MM    MM    MM  MM 1018.1  25.6  26.4  21.1   MM +1.1    MM
2023 08 18 07 50  80  6.0  7.0   1.5     8   6.5 104 1018.0  25.5  26.4  21.0   MM   MM    MM
2023 08 18 07 40  70  6.0  7.0    MM    MM    MM  MM 1018.0  25.5  26.4  21.2   MM   MM    MM
2023 08 18 07 30  70  6.0  7.0    MM    MM    MM  MM 1018.0  25.5  26.4  21.0   MM   MM    MM
2023 08 18 07 20  70  6.0  7.0   1.6     9   6.9 117 1017.9  25.4    MM  21.1   MM   MM    MM
2023 08 18 07 10  70  6.0  7.0   1.6    MM   6.9 117 1017.8  25.4  26.4  21.2   MM   MM    MM
2023 08 18 07 00  70  6.0  8.0    MM    MM    MM  MM 1017.7  25.5    MM  21.3   MM +0.8    MM
2023 08 18 06 50  70  6.0  8.0   1.5    MM   6.8 181 1017.6  25.5  26.4  20.9   MM   MM    MM
2023 08 18 06 40  MM   MM   MM   1.5    14   6.8 181     MM    MM    MM    MM   MM   MM    MM
2023 08 18 06 30  70  6.0  8.0    MM    MM    MM  MM 1017.4  25.5  26.4  20.7   MM   MM    MM
2023 08 18 06 20  60  6.0  7.0   1.5    12   6.5 293 1017.4  25.5  26.4  20.9   MM   MM    MM
2023 08 18 06 10  60  6.0  8.0   1.5    MM   6.5 293 1017.4  25.5  26.4  21.0   MM   MM    MM
2023 08 18 06 00  70  6.0  7.0    MM    MM    MM  MM 1017.4  25.5    MM  21.0   MM +0.8    MM
2023 08 18 05 50  60  6.0  7.0   1.5    14   6.9 229 1017.3  25.5    MM  20.9   MM   MM    MM
2023 08 18 05 40  60  6.0  7.0   1.5    MM   6.9 229 1017.2  25.4  26.4  20.9   MM   MM    MM
2023 08 18 05 30  70  6.0  7.0    MM    MM    MM  MM 1017.2  25.4  26.4  21.2   MM   MM    MM
2023 08 18 05 20  60  5.0  7.0   1.4    13   6.6 280 1017.1  25.3  26.4  21.3   MM   MM    MM
2023 08 18 05 10  60  5.0  7.0    MM    MM    MM  MM 1017.1  25.3  26.5  21.3   MM   MM    MM
2023 08 18 05 00  60  5.0  6.0    MM    MM    MM  MM 1017.0  25.3    MM  21.2   MM +0.4    MM
2023 08 18 04 50  60  5.0  7.0   1.5     9   6.8 134 1016.9  25.3  26.4  21.1   MM   MM    MM
2023 08 18 04 40  60  5.0  7.0    MM    MM    MM  MM 1016.8  25.4  26.4  20.9   MM   MM    MM
2023 08 18 04 30  50  5.0  6.0    MM    MM    MM  MM 1016.9  25.4  26.5  20.6   MM   MM    MM
2023 08 18 04 20  50  5.0  6.0   1.4    MM   6.4 117     MM  25.5  26.5  20.6   MM   MM    MM
2023 08 18 04 10  60  5.0  6.0   1.4    MM   6.4 117 1016.9  25.6    MM  20.6   MM   MM    MM
2023 08 18 04 00  60  5.0  6.0    MM    MM    MM  MM 1016.9  25.6  26.5  20.6   MM -0.0    MM
2023 08 18 03 50  MM   MM   MM   1.4    MM   6.6  90 1016.8    MM  26.5    MM   MM   MM    MM
2023 08 18 03 40  60  5.0  6.0   1.4    MM   6.6  90 1016.8  25.6  26.5  20.5   MM   MM    MM
2023 08 18 03 30  60  4.0  6.0    MM    MM    MM  MM 1016.8  25.7  26.5  20.9   MM   MM    MM
2023 08 18 03 20  60  5.0  6.0   1.2    10   6.0  18 1016.7  25.6  26.5  20.4   MM   MM    MM
2023 08 18 03 10  50  5.0  6.0   1.2    MM   6.0  18 1016.7  25.6    MM  20.7   MM   MM    MM
2023 08 18 03 00  50  5.0  6.0    MM    MM    MM  MM 1016.6  25.6  26.5  20.6   MM -0.9    MM
2023 08 18 02 50  60  5.0  7.0   1.3    14   6.5 152 1016.6  25.7  26.6  20.5   MM   MM    MM
2023 08 18 02 40  50  5.0  7.0    MM    MM    MM  MM 1016.6  25.6  26.6  20.6   MM   MM    MM
2023 08 18 02 30  60  4.0  6.0    MM    MM    MM  MM 1016.6  25.6  26.6  21.4   MM   MM    MM
2023 08 18 02 20  60  4.0  5.0   1.4     9   6.4 156 1016.6  25.6  26.6  21.2   MM   MM    MM
2023 08 18 02 10  60  4.0  5.0   1.4    MM   6.4 156 1016.6  25.5  26.6  21.1   MM   MM    MM
2023 08 18 02 00  60  4.0  6.0    MM    MM    MM  MM 1016.6  25.6  26.6  21.2   MM -1.3    MM
2023 08 18 01 50  60  4.0  6.0   1.3     8   6.2 123 1016.6  25.6  26.6  21.0   MM   MM    MM
2023 08 18 01 40  60  4.0  6.0   1.3    MM   6.2 123 1016.6  25.7    MM  21.0   MM   MM    MM
2023 08 18 01 30  70  4.0  6.0    MM    MM    MM  MM 1016.6  25.6  26.6  20.7   MM   MM    MM
2023 08 18 01 20  70  4.0  5.0   1.3    15   6.3 160 1016.8  25.6  26.6  20.7   MM   MM    MM
2023 08 18 01 10  60  4.0  5.0   1.3    MM   6.3 160 1016.9  25.6  26.6  20.7   MM   MM    MM
2023 08 18 01 00  70  4.0  5.0    MM    MM    MM  MM 1017.1  25.6  26.6  20.9   MM -1.1    MM
2023 08 18 00 50  70  4.0  5.0   1.4     9   6.6 126 1017.2  25.5  26.6  20.7   MM   MM    MM
2023 08 18 00 40  60  4.0  5.0   1.4    MM   6.6 126 1017.2  25.5  26.6  20.9   MM   MM    MM
2023 08 18 00 30  70  4.0  6.0    MM    MM    MM  MM 1017.2  25.5  26.6  20.9   MM   MM    MM
2023 08 18 00 20  MM   MM   MM   1.3     9   6.2 129 1017.4    MM  26.5    MM   MM   MM    MM
2023 08 18 00 10  70  4.0  5.0    MM    MM    MM  MM 1017.5  25.5  26.5  21.0   MM   MM    MM
2023 08 18 00 00  70  5.0  6.0    MM    MM    MM  MM 1017.5  25.5  26.5  21.1   MM -1.0    MM
2023 08 17 23 50  80  5.0  6.0   1.4     9   6.1 135 1017.6  25.4  26.5  20.9   MM   MM    MM
2023 08 17 23 40  80  4.0  6.0   1.4    MM   6.1 135 1017.6  25.5  26.5  21.0   MM   MM    MM
2023 08 17 23 20  70  4.0  6.0   1.3     9   5.9 148 1017.8  25.5  26.5  21.2   MM   MM    MM
2023 08 17 23 10  80  4.0  6.0   1.3    MM   5.9 148 1017.9  25.5  26.5  21.2   MM   MM    MM
2023 08 17 23 00  70  4.0  5.0    MM    MM    MM  MM 1017.9  25.4  26.5  20.9   MM -0.8    MM
2023 08 17 22 50  70  4.0  5.0   1.4     9   5.8 134 1018.0  25.4  26.5  20.9   MM   MM    MM
2023 08 17 22 40  80  4.0  5.0   1.4    MM   5.8 134 1017.9  25.4  26.5  21.0   MM   MM    MM
2023 08 17 22 30  70  5.0  6.0    MM    MM    MM  MM 1017.9  25.4  26.5  20.9   MM   MM    MM
2023 08 17 22 20  70  5.0  6.0   1.3    MM   5.8 120     MM  25.4  26.4  20.8   MM   MM    MM
2023 08 17 22 10  80  4.0  6.0    MM    MM    MM  MM 1018.1  25.4  26.4  20.9   MM   MM    MM
2023 08 17 22 00  70  4.0  6.0    MM    MM    MM  MM 1018.2  25.4  26.4  20.9   MM -0.6    MM
2023 08 17 21 50  70  5.0  6.0   1.4     9   6.0 156 1018.2  25.4  26.4  21.0   MM   MM    MM
2023 08 17 21 40  70  4.0  5.0    MM    MM    MM  MM 1018.4  25.4  26.4  20.8   MM   MM    MM
2023 08 17 21 30  70  5.0  6.0    MM    MM    MM  MM 1018.5  25.5  26.4  20.9   MM   MM    MM
2023 08 17 21 20  80  4.0  6.0   1.4    10   6.0 297 1018.5  25.4    MM  20.6   MM   MM    MM
2023 08 17 21 10  80  4.0  6.0    MM    MM    MM  MM 1018.5  25.5  26.4  20.8   MM   MM    MM
2023 08 17 21 00  80  4.0  6.0    MM    MM    MM  MM 1018.5  25.5  26.4  20.8   MM +0.0    MM
2023 08 17 20 50  80  4.0  6.0   1.3     8   5.8 117 1018.7  25.5  26.3  20.8   MM   MM    MM
2023 08 17 20 40  90  5.0  6.0   1.3    MM   5.8 117 1018.7  25.5  26.3  20.7   MM   MM    MM
2023 08 17 20 30  80  5.0  7.0    MM    MM    MM  MM 1018.7  25.4  26.3  20.6   MM   MM    MM
2023 08 17 20 20  90  5.0  7.0   1.2     8   5.7 105 1018.8  25.4  26.3  20.8   MM   MM    MM
2023 08 17 20 10  90  5.0  6.0    MM    MM    MM  MM 1018.7  25.4  26.3  20.9   MM   MM    MM
2023 08 17 20 00  90  5.0  7.0    MM    MM    MM  MM 1018.7  25.4  26.3  20.9   MM +0.7    MM
2023 08 17 19 50  90  5.0  6.0   1.4     8   5.8 128 1018.8  25.3    MM  20.8   MM   MM    MM
2023 08 17 19 40  90  5.0  7.0    MM    MM    MM  MM 1018.8  25.3  26.2  20.9   MM   MM    MM
2023 08 17 19 30  80  5.0  7.0    MM    MM    MM  MM 1018.8  25.4  26.2  20.9   MM   MM    MM
2023 08 17 19 20  90  5.0  7.0   1.4     9   5.7 133 1018.8  25.4  26.2  21.0   MM   MM    MM
2023 08 17 19 10  90  5.0  7.0   1.4    MM   5.7 133 1018.8  25.4  26.2  20.9   MM   MM    MM
2023 08 17 19 00  90  5.0  7.0    MM    MM    MM  MM 1018.8  25.4  26.2  20.7   MM +1.2    MM
2023 08 17 18 50  90  5.0  7.0   1.4     9   5.7 141 1018.6  25.4  26.2  20.5   MM   MM    MM
2023 08 17 18 40  80  5.0  7.0   1.4    MM   5.7 141 1018.6  25.4  26.2  20.5   MM   MM    MM
2023 08 17 18 30  90  6.0  8.0    MM    MM    MM  MM 1018.6  25.4  26.2  20.4   MM   MM    MM
2023 08 17 18 20  90  6.0  7.0   1.4     9   5.6 133 1018.6  25.4    MM  20.7   MM   MM    MM
2023 08 17 18 10  90  6.0  8.0   1.4    MM   5.6 133 1018.4  25.4  26.2  20.7   MM   MM    MM
2023 08 17 18 00  90  5.0  7.0    MM    MM    MM  MM 1018.3  25.4    MM  20.8   MM +1.0    MM
2023 08 17 17 50  90  5.0  7.0   1.3     8   5.5 128 1018.4  25.5  26.2  20.7   MM   MM    MM
2023 08 17 17 40  MM   MM   MM    MM    MM    MM  MM 1018.3    MM    MM    MM   MM   MM    MM
2023 08 17 17 30  80  6.0  8.0    MM    MM    MM  MM 1018.2  25.3  26.2  20.6   MM   MM    MM
2023 08 17 17 20  80  6.0  7.0   1.3     9   5.5 130 1018.2  25.4  26.2  20.8   MM   MM    MM
2023 08 17 17 10  80  6.0  7.0    MM    MM    MM  MM 1018.0  25.4  26.2  20.8   MM   MM    MM
2023 08 17 17 00  80  6.0  8.0    MM    MM    MM  MM 1018.0  25.5  26.2  20.7   MM +0.8    MM
2023 08 17 16 50  70  6.0  8.0   1.3    15   5.6 129 1018.0  25.2    MM  20.9   MM   MM    MM
2023 08 17 16 40  70  5.0  7.0   1.3    MM   5.6 129 1018.0  25.2  26.2  21.5   MM   MM    MM
2023 08 17 16 30  80  5.0  7.0    MM    MM    MM  MM 1017.9  25.2  26.2  21.2   MM   MM    MM
2023 08 17 16 20  80  6.0  8.0   1.4     8   5.6 129 1017.8  25.3    MM  21.2   MM   MM    MM
2023 08 17 16 10  80  6.0  8.0   1.4    MM   5.6 129 1017.7  25.2  26.2  21.0   MM   MM    MM
2023 08 17 16 00  80  6.0  7.0    MM    MM    MM  MM 1017.6  25.1  26.2  21.0   MM +0.7    MM
2023 08 17 15 50  80  6.0  7.0   1.4     9   5.6 139 1017.5  25.2  26.2  21.0   MM   MM    MM
2023 08 17 15 40  80  6.0  7.0   1.4    MM   5.6 139 1017.4  25.2  26.2  20.9   MM   MM    MM
2023 08 17 15 30  80  5.0  7.0    MM    MM    MM  MM 1017.4  25.1  26.2  21.3   MM   MM    MM
2023 08 17 15 20  80  4.0  6.0   1.3     9   5.8 136 1017.4  25.1  26.2  21.3   MM   MM    MM
2023 08 17 15 10  90  5.0  8.0   1.3    MM   5.8 136 1017.4  25.1  26.2  20.9   MM   MM    MM
2023 08 17 15 00  80  6.0  8.0    MM    MM    MM  MM 1017.3  25.1    MM  20.9   MM -0.0    MM
2023 08 17 14 50  80  6.0  8.0   1.4     9   5.7 129 1017.3  25.2  26.2  21.1   MM   MM    MM
2023 08 17 14 40  80  6.0  8.0    MM    MM    MM  MM 1017.1  25.3  26.2  20.9   MM   MM    MM
2023 08 17 14 30  MM   MM   MM    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2023 08 17 14 20  80  6.0  7.0   1.4     9   5.7 133 1017.2  25.3  26.2  20.9   MM   MM    MM
2023 08 17 14 10  80  6.0  8.0   1.4    MM   5.7 133 1017.2  25.3  26.2  20.9   MM   MM    MM
2023 08 17 14 00  80  6.0  7.0    MM    MM    MM  MM 1017.2  25.2    MM  21.1   MM -0.3    MM
2023 08 17 13 50  80  6.0  7.0   1.4     9   5.7 129 1017.1  25.2  26.2  21.2   MM   MM    MM
2023 08 17 13 40  MM   MM   MM    MM    MM    MM  MM 1017.1    MM    MM    MM   MM   MM    MM
2023 08 17 13 30  MM   MM   MM    MM    MM    MM  MM 1017.0    MM    MM    MM   MM   MM    MM
2023 08 17 13 20  80  6.0  8.0   1.4    10   6.0 316 1016.9  25.3  26.2  20.9   MM   MM    MM
2023 08 17 13 10  MM   MM   MM   1.4    MM   6.0 316 1016.9    MM  26.2    MM   MM   MM    MM
2023 08 17 13 00  80  6.0  8.0    MM    MM    MM  MM 1016.9  25.2  26.2  21.2   MM -1.1    MM
2023 08 17 12 50  80  6.0  8.0   1.3    10   6.1 317 1017.0  25.2  26.2  21.2   MM   MM    MM
2023 08 17 12 40  80  6.0  7.0    MM    MM    MM  MM 1017.0  25.3  26.2  21.2   MM   MM    MM
2023 08 17 12 30  80  6.0  8.0    MM    MM    MM  MM 1017.1  25.3  26.2  21.2   MM   MM    MM
2023 08 17 12 20  80  7.0  8.0   1.3     9   5.8 119 1017.1  25.4  26.2  20.9   MM   MM    MM
2023 08 17 12 10  80  7.0  9.0   1.3    MM   5.8 119 1017.2  25.3  26.2  20.8   MM   MM    MM
2023 08 17 12 00  80  6.0  8.0    MM    MM    MM  MM 1017.3  25.3  26.2  21.1   MM -1.1    MM
2023 08 17 11 50  80  6.0  8.0   1.3    11   6.0 309 1017.2  25.4  26.2  21.2   MM   MM    MM
2023 08 17 11 40  80  6.0  7.0   1.3    MM   6.0 309 1017.2  25.4  26.2  21.2   MM   MM    MM
2023 08 17 11 30  70  6.0  7.0    MM    MM    MM  MM 1017.3  25.4  26.2  21.3   MM   MM    MM
2023 08 17 11 20  70  6.0  7.0   1.3    10   5.9 310 1017.3  25.4  26.2  21.3   MM   MM    MM
2023 08 17 11 10  70  6.0  7.0    MM    MM    MM  MM 1017.4  25.5  26.2  21.2   MM   MM    MM
2023 08 17 11 00  80  6.0  8.0    MM    MM    MM  MM 1017.5  25.4  26.2  21.2   MM -1.1    MM
2023 08 17 10 50  80  6.0  7.0   1.4     8   6.0 110 1017.6  25.3  26.2  21.7   MM   MM    MM
2023 08 17 10 40  80  6.0  8.0    MM    MM    MM  MM 1017.7  25.5  26.2  21.9   MM   MM    MM
2023 08 17 10 30  70  6.0  7.0    MM    MM    MM  MM 1017.8  25.4  26.3  21.7   MM   MM    MM
2023 08 17 10 20  70  5.0  6.0   1.3     9   6.1 109 1017.9  25.5  26.3  21.7   MM   MM    MM
2023 08 17 10 10  70  5.0  7.0   1.3    MM   6.1 109 1018.0  25.4  26.3  21.5   MM   MM    MM
2023 08 17 10 00  70  5.0  6.0    MM    MM    MM  MM 1018.0  25.4  26.2  21.5   MM +0.0    MM
2023 08 17 09 50  70  5.0  7.0   1.4    10   6.2 307 1018.1  25.5  26.3  21.5   MM   MM    MM
2023 08 17 09 40  80  5.0  7.0   1.4    MM   6.2 307 1018.2  25.4  26.3  21.3   MM   MM    MM
2023 08 17 09 30  80  5.0  7.0    MM    MM    MM  MM 1018.3  25.4  26.3  21.5   MM   MM    MM
2023 08 17 09 20  80  5.0  6.0   1.4    11   6.2 320 1018.4  25.5  26.3  21.5   MM   MM    MM
2023 08 17 09 10  70  5.0  7.0   1.4    MM   6.2 320 1018.4  25.4  26.3  21.4   MM   MM    MM
2023 08 17 09 00  70  5.0  7.0    MM    MM    MM  MM 1018.4  25.4    MM  21.5   MM +0.8    MM
2023 08 17 08 50  70  5.0  7.0   1.4    11   6.4 309 1018.5  25.4  26.3  21.6   MM   MM    MM
2023 08 17 08 40  70  4.0  5.0    MM    MM    MM  MM 1018.6  25.3  26.3  21.4   MM   MM    MM
2023 08 17 08 30  70  6.0  8.0    MM    MM    MM  MM 1018.7  25.1  26.3  20.9   MM   MM    MM
2023 08 17 08 20  70  6.0  9.0   1.4    11   6.3 304 1018.6  25.4  26.3  21.7   MM   MM    MM
2023 08 17 08 10  80  5.0  6.0   1.4    MM   6.3 304 1018.6  25.4  26.3  21.5   MM   MM    MM
2023 08 17 08 00  80  5.0  7.0    MM    MM    MM  MM 1018.6  25.4  26.3  21.6   MM +1.4    MM
2023 08 17 07 50  70  5.0  7.0   1.4    11   6.3 301 1018.6  25.4  26.3  21.6   MM   MM    MM
2023 08 17 07 40  70  5.0  7.0   1.4    MM   6.3 301 1018.6  25.4  26.3  21.6   MM   MM    MM
2023 08 17 07 30  80  4.0  6.0    MM    MM    MM  MM 1018.5  25.4  26.3  21.8   MM   MM    MM
2023 08 17 07 20  70  5.0  6.0   1.4    MM   6.2 298 1018.4  25.5  26.3  21.7   MM   MM    MM
2023 08 17 07 10  MM   MM   MM   1.4    10   6.2 298     MM    MM    MM    MM   MM   MM    MM
2023 08 17 07 00  60  5.0  7.0    MM    MM    MM  MM 1018.2  25.5  26.3  21.5   MM +1.6    MM
2023 08 17 06 50  60  5.0  7.0   1.5    11   6.4 299 1018.1  25.5    MM  21.4   MM   MM    MM
2023 08 17 06 40  70  5.0  7.0   1.5    MM   6.4 299 1018.0  25.5  26.3  21.5   MM   MM    MM
2023 08 17 06 30  70  5.0  7.0    MM    MM    MM  MM 1017.9  25.5  26.3  21.4   MM   MM    MM
2023 08 17 06 20  70  6.0  7.0   1.6    10   6.4 305 1017.8  25.5  26.3  21.6   MM   MM    MM
2023 08 17 06 10  60  5.0  7.0   1.6    MM   6.4 305 1017.8  25.5  26.3  21.7   MM   MM    MM
2023 08 17 06 00  60  5.0  7.0    MM    MM    MM  MM 1017.6  25.5  26.3  21.6   MM +1.2    MM
2023 08 17 05 50  60  5.0  6.0   1.5    11   6.1 301 1017.6  25.5  26.3  21.6   MM   MM    MM
